RCheekLowX,RCheekLowY,RCheekLowZ,RCheekUpX,RCheekUpY,RCheekUpZ,REyeX,REyeY,REyeZ,RBrowOutX,RBrowOutY,RBrowOutZ,RBrowInX,RBrowInY,RBrowInZ,CBrowX,CBrowY,CBrowZ,LBrowInX,LBrowInY,LBrowInZ,LBrowOutX,LBrowOutY,LBrowOutZ,LEyeX,LEyeY,LEyeZ,LCheekUpX,LCheekUpY,LCheekUpZ,LCheekLowX,LCheekLowY,LCheekLowZ,RLipLowX,RLipLowY,RLipLowZ,RLipUpX,RLipUpY,RLipUpZ,CLipLowX,CLipLowY,CLipLowZ,CLipUpX,CLipUpY,CLipUpZ,LLipLowX,LLipLowY,LLipLowZ,LLipUpX,LLipUpY,LLipUpZ,ChinX,ChinY,ChinZ,NoseX,NoseY,NoseZ
-0.24087399999999998,0.21542600000000003,0.213655,-0.234093,0.245,0.20435999999999999,-0.24860700000000002,0.279364,0.22192699999999999,-0.236244,0.30988699999999997,0.198979,-0.205677,0.306379,0.182881,-0.190702,0.298664,0.181533,-0.179056,0.30591,0.180428,-0.146056,0.309354,0.194424,-0.132445,0.279827,0.21343800000000002,-0.149766,0.24765900000000002,0.196697,-0.138408,0.22063600000000003,0.206258,-0.213414,0.20530700000000002,0.190922,-0.215173,0.22575599999999998,0.189858,-0.190313,0.204349,0.18374000000000001,-0.193483,0.228611,0.180524,-0.170568,0.20746199999999998,0.187586,-0.170228,0.225175,0.185541,-0.191494,0.17895899999999998,0.179733,-0.195608,0.252214,0.16453800000000002
-0.240943,0.21540700000000002,0.213667,-0.23414000000000001,0.24499400000000002,0.204399,-0.248644,0.279368,0.22197199999999997,-0.236294,0.309893,0.19902,-0.20573699999999998,0.306345,0.18287899999999999,-0.190752,0.298648,0.181542,-0.179099,0.305892,0.18043,-0.146099,0.309327,0.194404,-0.132497,0.27979699999999996,0.21336599999999997,-0.149817,0.247633,0.196692,-0.138466,0.220594,0.20623000000000002,-0.21348499999999998,0.205288,0.190959,-0.215245,0.22573800000000002,0.189893,-0.190323,0.204401,0.18346500000000002,-0.193552,0.228586,0.180583,-0.17064100000000001,0.20742600000000003,0.187605,-0.170291,0.225179,0.185388,-0.191609,0.178952,0.179707,-0.19570099999999999,0.25218,0.164554
-0.241024,0.21541799999999997,0.213745,-0.23420100000000002,0.24499899999999997,0.204447,-0.248685,0.27938,0.222048,-0.23635,0.30990700000000004,0.19906400000000002,-0.205789,0.30634,0.182894,-0.190838,0.29862,0.181595,-0.17915999999999999,0.305852,0.180456,-0.14616500000000002,0.30930799999999997,0.194354,-0.132552,0.279778,0.21332600000000002,-0.149918,0.247614,0.196613,-0.13856,0.22056199999999998,0.206209,-0.213612,0.20529699999999998,0.19101500000000002,-0.215356,0.225731,0.18999000000000002,-0.190421,0.20439300000000002,0.18348699999999998,-0.193689,0.228577,0.18056,-0.170746,0.20742,0.187593,-0.17038399999999998,0.22515300000000002,0.185396,-0.19174000000000002,0.17893499999999998,0.179752,-0.19583399999999998,0.25217399999999995,0.164615
-0.241105,0.215441,0.213824,-0.234308,0.24502100000000002,0.204545,-0.24873800000000001,0.279405,0.22211599999999998,-0.23640500000000003,0.309934,0.199123,-0.205867,0.306336,0.182925,-0.190951,0.298606,0.181591,-0.17921600000000001,0.30582,0.18051099999999998,-0.146217,0.309288,0.194332,-0.132608,0.27974899999999997,0.21330100000000002,-0.149989,0.247583,0.196621,-0.138683,0.220511,0.206204,-0.213743,0.205298,0.19106800000000002,-0.21549699999999997,0.22573000000000001,0.190047,-0.190529,0.20439300000000002,0.18342,-0.193799,0.22859000000000002,0.180535,-0.170878,0.20740999999999998,0.187611,-0.17051,0.225138,0.185375,-0.191886,0.178925,0.179782,-0.195941,0.252192,0.164613
-0.241186,0.21548299999999998,0.213984,-0.234407,0.24504099999999998,0.20460899999999999,-0.24878899999999998,0.279448,0.22218200000000002,-0.23647600000000002,0.30995700000000004,0.199194,-0.20594099999999999,0.306346,0.18296300000000001,-0.19105,0.298624,0.181632,-0.17931,0.30580999999999997,0.180577,-0.146285,0.309285,0.19429200000000002,-0.132663,0.27972600000000003,0.21326199999999998,-0.150054,0.247572,0.196602,-0.138769,0.220487,0.206175,-0.213869,0.20531300000000002,0.191091,-0.2156,0.22575599999999998,0.190085,-0.19075,0.204308,0.183784,-0.193921,0.22859699999999997,0.18053699999999998,-0.170999,0.2074,0.187606,-0.170605,0.22513200000000003,0.185373,-0.192044,0.178912,0.179839,-0.196055,0.252203,0.164617
-0.241265,0.215515,0.21405,-0.234456,0.245065,0.204698,-0.248836,0.279484,0.222232,-0.23652600000000001,0.30999699999999997,0.199244,-0.206023,0.30638200000000004,0.183029,-0.191104,0.298633,0.181647,-0.179361,0.305819,0.180588,-0.146336,0.30927899999999997,0.194286,-0.132721,0.27970900000000004,0.2132,-0.15021800000000002,0.24756999999999998,0.19655999999999998,-0.13886099999999998,0.22048099999999998,0.20614200000000002,-0.213995,0.20533099999999999,0.19112200000000001,-0.21568400000000001,0.225766,0.19012300000000001,-0.19084600000000002,0.204311,0.183806,-0.193996,0.228621,0.180571,-0.171106,0.207393,0.187612,-0.170714,0.22516,0.185345,-0.192153,0.17891500000000002,0.17986400000000002,-0.19614,0.252211,0.164599
-0.241333,0.21554600000000002,0.21410500000000002,-0.234533,0.245083,0.204793,-0.248875,0.279534,0.22228699999999998,-0.236576,0.310042,0.199282,-0.206077,0.30641599999999997,0.183016,-0.19117699999999999,0.298679,0.18166,-0.17943800000000001,0.30586199999999997,0.180604,-0.146375,0.309281,0.19428299999999998,-0.132767,0.27970300000000003,0.213178,-0.150333,0.24759299999999998,0.196491,-0.138945,0.220478,0.20609,-0.214073,0.205354,0.191148,-0.21575100000000003,0.22578800000000002,0.190138,-0.190947,0.204316,0.183862,-0.194109,0.22866599999999998,0.180599,-0.171232,0.207387,0.187647,-0.17079,0.22518200000000002,0.185311,-0.19225599999999998,0.178944,0.179844,-0.196233,0.252239,0.16464
-0.24138600000000002,0.21558899999999998,0.214127,-0.234578,0.245125,0.204823,-0.2489,0.279573,0.22232,-0.23661500000000002,0.31009200000000003,0.19931,-0.206132,0.30645300000000003,0.183071,-0.191221,0.298717,0.18168,-0.179488,0.30587,0.180587,-0.14640899999999998,0.309291,0.194278,-0.132794,0.27970900000000004,0.213164,-0.15045799999999998,0.247563,0.19665,-0.13901,0.22049000000000002,0.206044,-0.21414499999999997,0.20537800000000003,0.19117699999999999,-0.21584499999999998,0.22582,0.190117,-0.191047,0.204342,0.183875,-0.194153,0.228688,0.18062899999999998,-0.171294,0.20739899999999997,0.187619,-0.170847,0.22520199999999999,0.1853,-0.19234300000000001,0.17896099999999998,0.17987,-0.196322,0.252248,0.164702
-0.241421,0.21562199999999998,0.214153,-0.2346,0.245169,0.204796,-0.248925,0.279618,0.222331,-0.23662800000000003,0.310145,0.19934200000000002,-0.206146,0.30649299999999996,0.183149,-0.19125999999999999,0.29877800000000004,0.181754,-0.179504,0.30595,0.180598,-0.146424,0.30930599999999997,0.19429000000000002,-0.13281700000000002,0.279721,0.213168,-0.150483,0.247579,0.196643,-0.13905599999999999,0.220509,0.206021,-0.21418,0.20540500000000003,0.19118,-0.215885,0.225861,0.190111,-0.191128,0.204374,0.183803,-0.194184,0.22870900000000002,0.18062899999999998,-0.17134000000000002,0.207429,0.187583,-0.17089100000000002,0.225215,0.185292,-0.19239,0.17898599999999998,0.179868,-0.19636800000000001,0.252283,0.164708
-0.241429,0.21565700000000002,0.214148,-0.234607,0.24519899999999997,0.204797,-0.24888400000000002,0.27965100000000004,0.22244499999999998,-0.23663499999999998,0.310195,0.19934200000000002,-0.206148,0.306521,0.18315399999999998,-0.191262,0.29880300000000004,0.181756,-0.179484,0.30597199999999997,0.180652,-0.14643,0.309323,0.194327,-0.13281400000000002,0.27973200000000004,0.2132,-0.150456,0.24756599999999998,0.196772,-0.139077,0.220531,0.20602800000000002,-0.21418600000000002,0.20544400000000002,0.191155,-0.215901,0.225897,0.190116,-0.191138,0.204401,0.18379700000000002,-0.194211,0.22875500000000001,0.180608,-0.17135799999999998,0.20744899999999997,0.187581,-0.170903,0.22523800000000002,0.185289,-0.19241,0.17901,0.179867,-0.196356,0.252308,0.164743
-0.24141999999999997,0.21568800000000002,0.214101,-0.23460999999999999,0.24523699999999998,0.204765,-0.248885,0.27967600000000004,0.222442,-0.236618,0.310232,0.19934300000000002,-0.20613499999999998,0.30654499999999996,0.18316,-0.191251,0.29882600000000004,0.181765,-0.17946900000000002,0.30599499999999996,0.180661,-0.146419,0.309352,0.194341,-0.13281600000000002,0.27975500000000003,0.21321500000000002,-0.150445,0.247588,0.196784,-0.139086,0.22057600000000002,0.20604,-0.21417600000000003,0.205467,0.191141,-0.21588600000000002,0.225923,0.190073,-0.191125,0.204427,0.183788,-0.194199,0.22877600000000003,0.180604,-0.171345,0.207475,0.187581,-0.170898,0.22526500000000002,0.185307,-0.192392,0.17904,0.179845,-0.19633699999999998,0.252336,0.164739
-0.241398,0.215705,0.214065,-0.234594,0.24524899999999997,0.204743,-0.248871,0.279694,0.22240700000000002,-0.2366,0.31026,0.199326,-0.206091,0.30655,0.183125,-0.191222,0.298848,0.181767,-0.179444,0.306017,0.180675,-0.146401,0.309379,0.19436900000000001,-0.132805,0.279794,0.213256,-0.150422,0.24761,0.196794,-0.139051,0.2206,0.206075,-0.21414,0.205483,0.19112,-0.21585300000000002,0.22594499999999998,0.190051,-0.19107000000000002,0.20446,0.183832,-0.194165,0.22879499999999997,0.180595,-0.17130399999999998,0.20748899999999998,0.1876,-0.170852,0.225296,0.185315,-0.192356,0.179075,0.17983,-0.19629000000000002,0.252384,0.164741
-0.24135700000000002,0.215714,0.214,-0.23456,0.245256,0.20471199999999998,-0.24885100000000002,0.279697,0.222359,-0.236573,0.310271,0.199297,-0.20604299999999998,0.30656300000000003,0.183118,-0.191189,0.29886399999999996,0.18177000000000001,-0.179395,0.306021,0.180699,-0.146366,0.30940300000000004,0.194416,-0.132785,0.279829,0.21331799999999998,-0.150299,0.24770100000000003,0.19659300000000002,-0.139,0.220625,0.20612399999999997,-0.21407199999999998,0.20550500000000002,0.19108499999999998,-0.21575999999999998,0.225939,0.190078,-0.190875,0.204566,0.183495,-0.194117,0.228809,0.180595,-0.171255,0.20751599999999998,0.187628,-0.170808,0.22532600000000003,0.185335,-0.19228699999999999,0.179095,0.17981,-0.196198,0.252384,0.164669
-0.24131,0.215709,0.21394699999999997,-0.234519,0.245261,0.204682,-0.248875,0.279696,0.222198,-0.23654099999999997,0.310275,0.199265,-0.20600500000000002,0.306575,0.183114,-0.191145,0.29887600000000003,0.18177100000000002,-0.179349,0.306027,0.18068800000000002,-0.146332,0.30941799999999997,0.194475,-0.132757,0.279853,0.213367,-0.15018900000000002,0.247745,0.19662000000000002,-0.138938,0.22065,0.20621399999999998,-0.214006,0.205512,0.19106099999999998,-0.215704,0.22594699999999998,0.190054,-0.19079400000000002,0.20458099999999999,0.18353699999999998,-0.194023,0.228852,0.180531,-0.171166,0.207537,0.18763,-0.17074,0.225336,0.185392,-0.192208,0.17910399999999999,0.17981,-0.19613599999999998,0.252396,0.164666
-0.24126,0.21569899999999997,0.21390100000000004,-0.234469,0.24526199999999998,0.204604,-0.248809,0.27967800000000004,0.222277,-0.236512,0.310272,0.199232,-0.20595500000000003,0.30656100000000003,0.183123,-0.191105,0.29888400000000004,0.181776,-0.179313,0.30603800000000003,0.180701,-0.146315,0.309452,0.19451,-0.132718,0.279879,0.21343499999999999,-0.150133,0.24777600000000002,0.19665,-0.138883,0.220676,0.206265,-0.21393800000000002,0.205511,0.19104200000000002,-0.215646,0.225942,0.19004400000000002,-0.190735,0.204605,0.183551,-0.193949,0.228844,0.180531,-0.171062,0.207558,0.187626,-0.170655,0.225329,0.185424,-0.192117,0.179089,0.179831,-0.196069,0.252404,0.164661
-0.24121399999999998,0.21567399999999998,0.213881,-0.234422,0.24523899999999998,0.20456400000000002,-0.24878899999999998,0.27966199999999997,0.22223400000000001,-0.236488,0.310258,0.199201,-0.205921,0.30656100000000003,0.183122,-0.191071,0.29889,0.181776,-0.179271,0.306056,0.180675,-0.146294,0.30947399999999997,0.194551,-0.132697,0.279906,0.21347600000000003,-0.150018,0.2478,0.19661900000000002,-0.138835,0.22069499999999997,0.20631,-0.213865,0.205494,0.191022,-0.215587,0.22594299999999998,0.19001300000000002,-0.190663,0.20460699999999998,0.18354,-0.193885,0.22883499999999998,0.180557,-0.170985,0.207565,0.187641,-0.170599,0.22533499999999998,0.185445,-0.19203199999999998,0.179091,0.179828,-0.195984,0.252411,0.164711
-0.241159,0.21563600000000002,0.21377,-0.23437800000000003,0.245205,0.204561,-0.24877399999999997,0.27963499999999997,0.222215,-0.236474,0.310249,0.19916,-0.20586999999999997,0.306557,0.183049,-0.19103299999999998,0.29889499999999997,0.18174200000000001,-0.179253,0.30606,0.18068499999999998,-0.146276,0.30949099999999996,0.194579,-0.132681,0.279923,0.213517,-0.14998399999999998,0.247813,0.19665,-0.138775,0.220712,0.20635799999999999,-0.21377600000000002,0.20546799999999998,0.191049,-0.21553899999999998,0.225933,0.19,-0.19058,0.20461500000000002,0.183523,-0.193807,0.228838,0.180536,-0.17091900000000002,0.207578,0.187676,-0.170545,0.225338,0.18545799999999998,-0.191932,0.1791,0.179822,-0.195936,0.25240999999999997,0.164714
-0.241132,0.215608,0.21375,-0.23434699999999997,0.24519200000000002,0.204507,-0.248822,0.279613,0.222075,-0.23647600000000002,0.310228,0.19914500000000002,-0.205864,0.306555,0.183054,-0.19099100000000002,0.298892,0.18176900000000001,-0.17924400000000001,0.30606500000000003,0.180693,-0.146265,0.309504,0.194636,-0.13267400000000001,0.27994600000000003,0.21355900000000003,-0.14997,0.24785100000000002,0.19662000000000002,-0.138747,0.22073099999999998,0.206382,-0.213733,0.20545500000000003,0.191049,-0.215502,0.225921,0.189999,-0.19053599999999998,0.20462,0.183524,-0.193778,0.22883299999999998,0.180536,-0.170878,0.207581,0.187692,-0.170498,0.225345,0.185508,-0.191854,0.179101,0.17981,-0.195902,0.252413,0.164716
-0.24111300000000002,0.21558899999999998,0.21375100000000002,-0.23434000000000002,0.245178,0.204501,-0.24883200000000003,0.279592,0.222073,-0.236494,0.310218,0.199142,-0.205891,0.30655,0.183111,-0.191031,0.298894,0.18175999999999998,-0.179263,0.30606,0.180742,-0.146276,0.309519,0.194655,-0.132673,0.279971,0.213575,-0.14996199999999998,0.24786100000000003,0.196641,-0.138731,0.22074899999999997,0.206407,-0.213706,0.205442,0.191054,-0.215459,0.22592800000000002,0.189969,-0.190494,0.204587,0.18361,-0.193746,0.228819,0.180588,-0.170856,0.20758800000000002,0.187704,-0.170487,0.225348,0.185523,-0.19181800000000002,0.1791,0.179814,-0.195893,0.25241199999999997,0.164726
-0.241115,0.21557199999999999,0.213756,-0.23434699999999997,0.245167,0.204511,-0.24885900000000002,0.279564,0.222072,-0.23653000000000002,0.31019800000000003,0.199184,-0.205929,0.306548,0.183134,-0.191066,0.29889299999999996,0.181819,-0.179287,0.306061,0.18076,-0.146319,0.309539,0.194643,-0.132693,0.279987,0.21359099999999998,-0.149979,0.247865,0.196681,-0.13874,0.220764,0.20641500000000002,-0.213709,0.205433,0.191063,-0.21546500000000002,0.22591999999999998,0.189978,-0.190494,0.204583,0.183626,-0.19376600000000002,0.228834,0.180545,-0.17085699999999998,0.20759499999999997,0.18771,-0.170489,0.225354,0.185529,-0.191807,0.179099,0.17982599999999999,-0.195903,0.252409,0.164729
-0.24113400000000001,0.215558,0.213777,-0.234388,0.245155,0.20456300000000002,-0.24890199999999998,0.27955100000000005,0.222097,-0.23658200000000001,0.310185,0.19919800000000001,-0.205985,0.30653800000000003,0.183145,-0.191106,0.29889099999999996,0.181825,-0.179324,0.30606300000000003,0.18077100000000002,-0.14636500000000002,0.309562,0.194665,-0.13273800000000002,0.279993,0.213596,-0.150002,0.247873,0.196687,-0.138761,0.220777,0.20640999999999998,-0.21372800000000003,0.20542800000000003,0.191074,-0.21552,0.22590100000000002,0.19001700000000002,-0.19051700000000002,0.20458800000000002,0.18363,-0.193793,0.22883,0.180559,-0.170876,0.20759899999999998,0.18771300000000002,-0.170516,0.22536199999999998,0.185532,-0.191826,0.179099,0.179832,-0.195934,0.25240999999999997,0.164741
-0.241168,0.215544,0.213813,-0.234429,0.24515,0.204594,-0.24895,0.27954,0.222124,-0.23664000000000002,0.310185,0.199232,-0.20604,0.30656100000000003,0.183151,-0.191165,0.298894,0.181842,-0.17938900000000002,0.306075,0.180797,-0.146426,0.309573,0.194651,-0.132787,0.280008,0.213585,-0.150148,0.24790399999999999,0.196716,-0.138819,0.22078899999999999,0.206398,-0.213765,0.20542600000000003,0.191079,-0.215563,0.22589299999999998,0.19003299999999998,-0.19056900000000002,0.20461700000000002,0.183556,-0.19386,0.228829,0.180589,-0.17091900000000002,0.207603,0.18771600000000002,-0.170572,0.225379,0.185527,-0.191879,0.1791,0.179868,-0.19599,0.252411,0.164752
-0.241222,0.21554099999999998,0.21384299999999998,-0.23447300000000001,0.24515399999999998,0.20463800000000001,-0.249004,0.279533,0.222167,-0.23673699999999998,0.310179,0.199269,-0.206148,0.30661900000000003,0.183201,-0.191229,0.298896,0.181851,-0.179454,0.306079,0.180816,-0.146501,0.309594,0.19461199999999998,-0.132849,0.28002,0.21354800000000002,-0.150198,0.24791100000000002,0.19671,-0.138871,0.220802,0.206373,-0.213854,0.20541900000000002,0.191097,-0.21561999999999998,0.225886,0.190064,-0.19064,0.20461400000000002,0.183572,-0.193912,0.22883299999999998,0.180597,-0.170986,0.207608,0.187692,-0.17063599999999998,0.22539299999999998,0.18554,-0.191951,0.179096,0.179861,-0.196078,0.252409,0.164711
-0.241277,0.215536,0.21389499999999997,-0.234539,0.245131,0.2047,-0.249069,0.27953,0.222202,-0.236833,0.310178,0.19934200000000002,-0.20624099999999998,0.306607,0.18321500000000002,-0.191306,0.29889899999999997,0.181865,-0.179599,0.30609000000000003,0.180792,-0.146579,0.309601,0.19459400000000002,-0.132911,0.280033,0.213511,-0.15024400000000002,0.24790500000000001,0.196768,-0.138931,0.220811,0.206339,-0.21393800000000002,0.205438,0.191089,-0.21569000000000002,0.22588699999999998,0.190079,-0.190719,0.20461,0.183596,-0.194001,0.228856,0.180615,-0.17106400000000002,0.207596,0.187728,-0.170702,0.2254,0.18553599999999998,-0.19204200000000002,0.179096,0.17987,-0.196158,0.25241199999999997,0.164723
-0.24133200000000002,0.21553200000000003,0.213948,-0.23459499999999997,0.24512899999999999,0.20474,-0.24914099999999997,0.279534,0.222277,-0.236918,0.310176,0.199396,-0.206315,0.306613,0.183228,-0.191377,0.29890500000000003,0.18188,-0.179695,0.306098,0.18074300000000001,-0.146681,0.309607,0.19458399999999998,-0.132977,0.280047,0.213469,-0.150402,0.24791799999999997,0.196702,-0.138999,0.22082,0.20629899999999998,-0.214015,0.205442,0.191107,-0.21575500000000003,0.22588200000000003,0.190117,-0.190835,0.204626,0.183686,-0.194108,0.22883,0.180681,-0.171151,0.2076,0.18771,-0.170792,0.22541599999999998,0.18548399999999998,-0.192124,0.179095,0.179874,-0.196277,0.252432,0.164798
